airport_ID,airport_name,IATA,ICAO,country,city
3325,Bajhang Airport,BJH,VNBG,Nepal,Bajhang
3326,Dhangarhi Airport,DHI,VNDH,Nepal,Dhangarhi
3327,Muan International Airport,MWX,RKJB,South Korea,Muan
3328,Astypalaia Airport,JTY,LGPL,Greece,Astypalaia
3329,Ikaria Airport,JIK,LGIK,Greece,Ikaria
3330,Kalymnos Airport,JKL,LGKY,Greece,Kalymnos
3331,Milos Airport,MLO,LGML,Greece,Milos
3332,Naxos Airport,JNX,LGNX,Greece,Cyclades Islands
3333,Paros National Airport,PAS,LGPA,Greece,Paros
3334,Kastelorizo Airport,KZS,LGKJ,Greece,Kastelorizo
3335,Marsa Alam International Airport,RMF,HEMA,Egypt,Marsa Alam
3336,Weeze Airport,NRN,EDLV,Germany,Weeze
3337,Francisco B. Reyes Airport,USU,RPVV,Philippines,Busuanga
3338,Bancasi Airport,BXU,RPME,Philippines,Butuan
3339,Dipolog Airport,DPL,RPMG,Philippines,Dipolog
3340,Laoag International Airport,LAO,RPLI,Philippines,Laoag
3341,Legazpi City International Airport,LGP,RPLP,Philippines,Legazpi
3342,Labo Airport,OZC,RPMO,Philippines,Ozamis
3343,Mactan Cebu International Airport,CEB,RPVM,Philippines,Cebu
3344,Norden-Norddeich Airport,NOD,EDWS,Germany,Norden
3345,Juist Airport,JUI,EDWJ,Germany,Juist
3346,Porto Seguro Airport,BPS,SBPS,Brazil,Porto Seguro
3347,Iguatu Airport,QIG,SNIG,Brazil,Iguatu
3348,Brigadeiro Lysias Rodrigues Airport,PMW,SBPJ,Brazil,Palmas
3349,Nelson Ribeiro Guimarães Airport,CLV,SBCN,Brazil,Caldas Novas
3350,Missoula International Airport,MSO,KMSO,United States,Missoula
3351,Blackall Airport,BKQ,YBCK,Australia,Blackall
3352,Bundaberg Airport,BDB,YBUD,Australia,Bundaberg
3353,Grand Canyon National Park Airport,GCN,KGCN,United States,Grand Canyon
3354,Sugar Land Regional Airport,SGR,KSGR,United States,Sugar Land
3355,Centennial Airport,APA,KAPA,United States,Denver
3356,Clovis Municipal Airport,CVN,KCVN,United States,Clovis
3357,Fort Stockton Pecos County Airport,FST,KFST,United States,Fort Stockton
3358,Las Vegas Municipal Airport,LVS,KLVS,United States,Las Vegas
3359,West Houston Airport,IWS,KIWS,United States,Houston
3360,Las Cruces International Airport,LRU,KLRU,United States,Las Cruces
3361,Stephens County Airport,BKD,KBKD,United States,Breckenridge
3362,Draughon Miller Central Texas Regional Airport,TPL,KTPL,United States,Temple
3363,Ozona Municipal Airport,OZA,KOZA,United States,Ozona
3364,Kaadedhdhoo Airport,KDM,VRMT,Maldives,Kaadedhdhoo
3365,Aklavik/Freddie Carmichael Airport,LAK,CYKD,Canada,Aklavik
3366,Déline Airport,YWJ,CYWJ,Canada,Deline
3367,Tulita Airport,ZFN,CZFN,Canada,Tulita
3368,Fort Good Hope Airport,YGH,CYGH,Canada,Fort Good Hope
3369,Tanna Airport,TAH,NVVW,Vanuatu,Tanna
3370,Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,CYPC,Canada,Paulatuk
3371,El Trompillo Airport,SRZ,SLET,Bolivia,Santa Cruz
3372,Juancho E. Yrausquin Airport,SAB,TNCS,Netherlands Antilles,Saba
3373,Eagle County Regional Airport,EGE,KEGE,United States,Vail
3374,Stokmarknes Skagen Airport,SKN,ENSK,Norway,Stokmarknes
3375,Cuyahoga County Airport,CGF,KCGF,United States,Richmond Heights
3376,Mansfield Lahm Regional Airport,MFD,KMFD,United States,Mansfield
3377,Columbus Metropolitan Airport,CSG,KCSG,United States,Columbus
3378,Lawton Fort Sill Regional Airport,LAW,KLAW,United States,Lawton
3379,Northern Colorado Regional Airport,FNL,KFNL,United States,Fort Collins
3380,Flagstaff Pulliam Airport,FLG,KFLG,United States,Flagstaff
3381,Lake Tahoe Airport,TVL,KTVL,United States,South Lake Tahoe
3382,Joslin Field Magic Valley Regional Airport,TWF,KTWF,United States,Twin Falls
3383,Martha's Vineyard Airport,MVY,KMVY,United States,Vineyard Haven MA
3384,Concord Municipal Airport,CON,KCON,United States,Concord NH
3385,Groton New London Airport,GON,KGON,United States,Groton CT
3386,St Cloud Regional Airport,STC,KSTC,United States,Saint Cloud
3387,Qinhuangdao Beidaihe Airport,BPE,ZBDH,Burma,Bagan
3388,Golden Triangle Regional Airport,GTR,KGTR,United States,Columbus Mississippi
3389,Nizhny Novgorod Strigino International Airport,GOJ,UWGG,Russia,Nizhniy Novgorod
3390,Bowerman Airport,HQM,KHQM,United States,Hoquiam
3391,Erie International Tom Ridge Field,ERI,KERI,United States,Erie
3392,Barnstable Municipal Boardman Polando Field,HYA,KHYA,United States,Barnstable
3393,San Pedro Airport,SPR,MZSP,Belize,San Pedro
3394,Sedona Airport,SDX,KSEZ,United States,Sedona
3395,Morgantown Municipal Walter L. Bill Hart Field,MGW,KMGW,United States,Morgantown
3396,Yeager Airport,CRW,KCRW,United States,Charleston
3397,Wilkes Barre Scranton International Airport,AVP,KAVP,United States,Scranton
3398,Bemidji Regional Airport,BJI,KBJI,United States,Bemidji
3399,Thangool Airport,THG,YTNG,Australia,Biloela
3400,Fagali'i Airport,FGI,NSFI,Samoa,Apia
3401,Ballina Byron Gateway Airport,BNK,YBNA,Australia,Ballina Byron Bay
3402,Hector International Airport,FAR,KFAR,United States,Fargo
3403,Charles B. Wheeler Downtown Airport,MKC,KMKC,United States,Kansas City
3404,Ratanakiri Airport,RBE,VDRK,Cambodia,Ratanakiri
3405,Gillette Campbell County Airport,GCC,KGCC,United States,Gillette
3406,Bogashevo Airport,TOF,UNTT,Russia,Tomsk
3407,El Toro Marine Corps Air Station,NZJ,KNZJ,United States,Santa Ana
3408,Phetchabun Airport,PHY,VTPB,Thailand,Phetchabun
3409,Chumphon Airport,CJM,VTSE,Thailand,Chumphon
3410,Jiuzhai Huanglong Airport,JZH,ZUJZ,China,Jiuzhaigou
3411,Jieyang Chaoshan International Airport,SWA,ZGOW,China,Shantou
3412,Cheddi Jagan International Airport,GEO,SYCJ,Guyana,Georgetown
3413,Guarani International Airport,AGT,SGES,Paraguay,Ciudad del Este
3414,Eugene F. Correira International Airport,OGL,SYGO,Guyana,Georgetown
3415,Kaieteur International Airport,KAI,PKSA,Guyana,Kaieteur
3416,Dunhuang Airport,DNH,ZLDH,China,Dunhuang
3417,Ancona Falconara Airport,AOI,LIPY,Italy,Ancona
3418,Taba International Airport,TCP,HETB,Egypt,Taba
3419,Edward Bodden Airfield,LYB,MWCL,Cayman Islands,Little Cayman
3420,Milas Bodrum International Airport,BJV,LTFE,Turkey,Bodrum
3421,Tabarka 7 Novembre Airport,TBJ,DTKA,Tunisia,Tabarka
3422,Sabiha Gökçen International Airport,SAW,LTFJ,Turkey,Istanbul
3423,University Park Airport,SCE,KUNV,United States,State College Pennsylvania
3424,Broome International Airport,BME,YBRM,Australia,Broome
3425,Newcastle Airport,NTL,YWLM,Australia,Newcastle
3426,Klagenfurt Airport,KLU,LOWK,Austria,Klagenfurt
3427,Hammerfest Airport,HFT,ENHF,Norway,Hammerfest
3428,Valan Airport,HVG,ENHV,Norway,Honningsvag
3429,Mehamn Airport,MEH,ENMH,Norway,Mehamn
3430,Vadsø Airport,VDS,ENVD,Norway,Vadsø
3431,Imam Khomeini International Airport,IKA,OIIE,Iran,Tehran
3432,Mashhad International Airport,MHD,OIMM,Iran,Mashhad
3433,Ust-Ilimsk Airport,UIK,UIBS,Russia,Ust Ilimsk
3434,Key Field,MEI,KMEI,United States,Meridian
3435,Abraham Lincoln Capital Airport,SPI,KSPI,United States,Springfield
3436,Cortez Municipal Airport,CEZ,KCEZ,United States,Cortez
3437,Yampa Valley Airport,HDN,KHDN,United States,Hayden
3438,Gallup Municipal Airport,GUP,KGUP,United States,Gallup
3439,Liberal Mid-America Regional Airport,LBL,KLBL,United States,Liberal
3440,Lamar Municipal Airport,LAA,KLAA,United States,Lamar
3441,Renner Field-Goodland Municipal Airport,GLD,KGLD,United States,Goodland
3442,Yellowstone Regional Airport,COD,KCOD,United States,Cody
3443,"Ørsta-Volda Airport, Hovden",HOV,ENOV,Norway,Orsta-Volda
3444,St. Mary's Airport,ISC,EGHE,United Kingdom,ST MARY\'S
3445,Springfield Branson National Airport,SGF,KSGF,United States,Springfield
3446,Narvik Framnes Airport,NVK,ENNK,Norway,Narvik
3447,Berlevåg Airport,BVG,ENBV,Norway,Berlevag
3448,"Oslo, Fornebu Airport",FBU,ENFB,Norway,Oslo
3449,Norilsk-Alykel Airport,NSK,UOOO,Russia,Norilsk
3450,Anapa Vityazevo Airport,AAQ,URKA,Russia,Anapa
3451,Joplin Regional Airport,JLN,KJLN,United States,Joplin
3452,Lehigh Valley International Airport,ABE,KABE,United States,Allentown
3453,Northwest Arkansas Regional Airport,XNA,KXNA,United States,Bentonville
3454,Atyrau Airport,GUW,UATG,Kazakhstan,Atyrau
3455,Kzyl-Orda Southwest Airport,KZO,UAOO,Kazakhstan,Kzyl-Orda
3456,South Bend Regional Airport,SBN,KSBN,United States,South Bend
3457,Bykovo Airport,BKA,UUBB,Russia,Moscow
3458,Talagi Airport,ARH,ULAA,Russia,Arkhangelsk
3459,Saratov Central Airport,RTW,UWSS,Russia,Saratov
3460,Novy Urengoy Airport,NUX,USMU,Russia,Novy Urengoy
3461,Noyabrsk Airport,NOJ,USRO,Russia,Noyabrsk
3462,Aktau Airport,SCO,UATE,Kazakhstan,Aktau
3463,Ukhta Airport,UCT,UUYH,Russia,Ukhta
3464,Usinsk Airport,USK,UUYS,Russia,Usinsk
3465,Pechora Airport,PEX,UUYP,Russia,Pechora
3466,Naryan Mar Airport,NNM,ULAM,Russia,Naryan-Mar
3467,Pskov Airport,PKV,ULOO,Russia,Pskov
3468,Kogalym International Airport,KGP,USRK,Russia,Kogalym
3469,Yemelyanovo Airport,KJA,UNKL,Russia,Krasnoyarsk
3470,Sary-Arka Airport,KGF,UAKK,Kazakhstan,Karaganda
3471,Uray Airport,URJ,USHU,Russia,Uraj
3472,Ivanovo South Airport,IWA,UUBI,Russia,Ivanovo
3473,Longjia Airport,CGQ,ZYCC,China,Changchun
3474,Niigata Airport,KIJ,RJSN,Japan,Niigata
3475,Johnston Atoll Airport,JON,PJON,Johnston Atoll,Johnston Island
3476,Smith Field,SMD,KSMD,United States,Fort Wayne IN
3477,California Redwood Coast-Humboldt County Airport,ACV,KACV,United States,Arcata CA
3478,Albert J Ellis Airport,OAJ,KOAJ,United States,Jacksonville NC
3479,Tuscaloosa Regional Airport,TCL,KTCL,United States,Tuscaloosa AL
3480,Dubuque Regional Airport,DBQ,KDBQ,United States,Dubuque IA
3481,Shun Tak Heliport,HHP,VHST,Hong Kong,Hong Kong
3482,Uru Harbour Airport,ATD,AGAT,Solomon Islands,Atoifi
3483,Gwaunaru'u Airport,AKS,AGGA,Solomon Islands,Auki
3484,Ballalae Airport,BAS,AGGE,Solomon Islands,Ballalae
3485,Fera/Maringe Airport,FRE,AGGF,Solomon Islands,Fera Island
3486,Babanakira Airport,MBU,AGGI,Solomon Islands,Mbambanakira
3487,Ngorangora Airport,IRA,AGGK,Solomon Islands,Kirakira
3488,Santa Cruz/Graciosa Bay/Luova Airport,SCZ,AGGL,Solomon Islands,Santa Cruz/Graciosa Bay/Luova
3489,Munda Airport,MUA,AGGM,Solomon Islands,Munda
3490,Nusatupe Airport,GZO,AGGN,Solomon Islands,Gizo
3491,Mono Airport,MNY,AGGO,Solomon Islands,Stirling Island
3492,Rennell/Tingoa Airport,RNL,AGGR,Solomon Islands,Rennell Island
3493,Marau Airport,RUS,AGGU,Solomon Islands,Marau
3494,Suavanao Airport,VAO,AGGV,Solomon Islands,Suavanao
3495,Kaghau Airport,KGE,AGKG,Solomon Islands,Kagau Island
3496,Ramata Airport,RBV,AGRM,Solomon Islands,Ramata
3497,Buka Airport,BUA,AYBK,Papua New Guinea,Buka Island
3498,Chimbu Airport,CMU,AYCH,Papua New Guinea,Kundiawa
3499,Daru Airport,DAU,AYDU,Papua New Guinea,Daru
3500,Gurney Airport,GUR,AYGN,Papua New Guinea,Gurney
3501,Girua Airport,PNP,AYGR,Papua New Guinea,Girua
3502,Kimbe Airport,HKN,AYHK,Papua New Guinea,Hoskins
3503,Kiunga Airport,UNG,AYKI,Papua New Guinea,Kiunga
3504,Kikori Airport,KRI,AYKK,Papua New Guinea,Kikori
3505,Kerema Airport,KMA,AYKM,Papua New Guinea,Kerema
3506,Kavieng Airport,KVG,AYKV,Papua New Guinea,Kavieng
3507,Mendi Airport,MDU,AYMN,Papua New Guinea,Mendi
3508,Momote Airport,MAS,AYMO,Papua New Guinea,Momote
3509,Moro Airport,MXH,AYMR,Papua New Guinea,Moro
3510,Misima Island Airport,MIS,AYMS,Papua New Guinea,Misima Island
3511,Tari Airport,TIZ,AYTA,Papua New Guinea,Tari
3512,Tabubil Airport,TBG,AYTB,Papua New Guinea,Tabubil
3513,Tokua Airport,RAB,AYTK,Papua New Guinea,Tokua
3514,Vanimo Airport,VAI,AYVN,Papua New Guinea,Vanimo
3515,Wapenamanda Airport,WBM,AYWD,Papua New Guinea,Wapenamanda
3516,Alluitsup Paa Heliport,LLU,BGAP,Greenland,Alluitsup Paa
3517,Neerlerit Inaat Airport,CNP,BGCO,Greenland,Neerlerit Inaat
3518,Paamiut Heliport,JFR,BGFH,Greenland,Paamiut
3519,Qeqertarsuaq Heliport,JGO,BGGN,Greenland,Qeqertarsuaq Airport
3520,Qaqortoq Heliport,JJU,BGJH,Greenland,Qaqortoq
3521,Maniitsoq Airport,JSU,BGMQ,Greenland,Maniitsoq
3522,Nanortalik Heliport,JNN,BGNN,Greenland,Nanortalik
3523,Narsaq Heliport,JNS,BGNS,Greenland,Narsaq
3524,Qaanaaq Airport,NAQ,BGQQ,Greenland,Qaanaaq
3525,Sisimiut Airport,JHS,BGSS,Greenland,Sisimiut
3526,Upernavik Airport,JUV,BGUK,Greenland,Upernavik
3527,Qaarsut Airport,JQA,BGUQ,Greenland,Uummannaq
3528,Grímsey Airport,GRY,BIGR,Iceland,Grímsey
3529,Thorshofn Airport,THO,BITN,Iceland,Thorshofn
3530,Vopnafjörður Airport,VPN,BIVO,Iceland,Vopnafjörður
3531,Whistler/Green Lake Water Aerodrome,YWS,CAE5,Canada,Whistler
3532,Anahim Lake Airport,YAA,CAJ4,Canada,Anahim Lake
3533,Williams Harbour Airport,YWM,CCA6,Canada,Williams Harbour
3534,St. Lewis (Fox Harbour) Airport,YFX,CCK4,Canada,St. Lewis
3535,Port Hope Simpson Airport,YHA,CCP4,Canada,Port Hope Simpson
3536,Rigolet Airport,YRG,CCZ2,Canada,Rigolet
3537,Colville Lake Airport,YCK,CEB3,Canada,Colville Lake
3538,Whatì Airport,YLE,CEM3,Canada,Whatì
3539,Summer Beaver Airport,SUR,CJV7,Canada,Summer Beaver
3540,Wapekeka Airport,YAX,CKB6,Canada,Angling Lake
3541,Wunnumin Lake Airport,WNN,CKL3,Canada,Wunnumin Lake
3542,North Spirit Lake Airport,YNO,CKQ3,Canada,North Spirit Lake
3543,Bearskin Lake Airport,XBE,CNE3,Canada,Bearskin Lake
3544,Kingfisher Lake Airport,KIF,CNM5,Canada,Kingfisher Lake
3545,Ogoki Post Airport,YOG,CNT3,Canada,Ogoki Post
3546,Poplar Hill Airport,YHP,CPV7,Canada,Poplar Hill
3547,Chisasibi Airport,YKU,CSU2,Canada,Chisasibi
3548,Tête-à-la-Baleine Airport,ZTB,CTB6,Canada,Tête-à-la-Baleine
3549,La Tabatière Airport,ZLT,CTU5,Canada,La Tabatière
3550,Cat Lake Airport,YAC,CYAC,Canada,Cat Lake
3551,Fort Frances Municipal Airport,YAG,CYAG,Canada,Fort Frances
3552,Kasabonika Airport,XKS,CYAQ,Canada,Kasabonika
3553,Kangirsuk Airport,YKG,CYAS,Canada,Kangirsuk
3554,Attawapiskat Airport,YAT,CYAT,Canada,Attawapiskat
3555,Uranium City Airport,YBE,CYBE,Canada,Uranium City
3556,Lourdes de Blanc Sablon Airport,YBX,CYBX,Canada,Lourdes-De-Blanc-Sablon
3557,Cartwright Airport,YRF,CYCA,Canada,Cartwright
3558,Chesterfield Inlet Airport,YCS,CYCS,Canada,Chesterfield Inlet
3559,Nain Airport,YDP,CYDP,Canada,Nain
3560,Fort Severn Airport,YER,CYER,Canada,Fort Severn
3561,Fort Albany Airport,YFA,CYFA,Canada,Fort Albany
3562,Fort Hope Airport,YFH,CYFH,Canada,Fort Hope
3563,Makkovik Airport,YMN,CYFT,Canada,Makkovik
3564,Texada Gillies Bay Airport,YGB,CYGB,Canada,Texada
3565,Gods Lake Narrows Airport,YGO,CYGO,Canada,Gods Lake Narrows
3566,Igloolik Airport,YGT,CYGT,Canada,Igloolik
3567,Kuujjuarapik Airport,YGW,CYGW,Canada,Kuujjuarapik
3568,Gillam Airport,YGX,CYGX,Canada,Gillam
3569,Grise Fiord Airport,YGZ,CYGZ,Canada,Grise Fiord
3570,Quaqtaq Airport,YQC,CYHA,Canada,Quaqtaq
3571,Vancouver Harbour Water Aerodrome,CXH,CYHC,Canada,Vancouver
3572,Nemiscau Airport,YNS,CYHH,Canada,Nemiscau
3573,Hopedale Airport,YHO,CYHO,Canada,Hopedale
3574,Chevery Airport,YHR,CYHR,Canada,Chevery
3575,Ivujivik Airport,YIK,CYIK,Canada,Ivujivik
3576,Island Lake Airport,YIV,CYIV,Canada,Island Lake
3577,Akulivik Airport,AKV,CYKO,Canada,Akulivik
3578,Waskaganish Airport,YKQ,CYKQ,Canada,Waskaganish
3579,Aupaluk Airport,YPJ,CYLA,Canada,Aupaluk
3580,Kimmirut Airport,YLC,CYLC,Canada,Kimmirut
3581,Lansdowne House Airport,YLH,CYLH,Canada,Lansdowne House
3582,Kangiqsualujjuaq (Georges River) Airport,XGR,CYLU,Canada,Kangiqsualujjuaq
3583,Mary's Harbour Airport,YMH,CYMH,Canada,Mary's Harbour
3584,Chapais Airport,YMT,CYMT,Canada,Chibougamau
3585,Umiujaq Airport,YUD,CYMU,Canada,Umiujaq
3586,Wemindji Airport,YNC,CYNC,Canada,Wemindji
3587,Norway House Airport,YNE,CYNE,Canada,Norway House
3588,Points North Landing Airport,YNL,CYNL,Canada,Points North Landing
3589,Oxford House Airport,YOH,CYOH,Canada,Oxford House
3590,Inukjuak Airport,YPH,CYPH,Canada,Inukjuak
3591,Pikangikum Airport,YPM,CYPM,Canada,Pikangikum
3592,Peawanuck Airport,YPO,CYPO,Canada,Peawanuck
3593,Powell River Airport,YPW,CYPW,Canada,Powell River
3594,The Pas Airport,YQD,CYQD,Canada,The Pas
3595,Nakina Airport,YQN,CYQN,Canada,Nakina
3596,Rae Lakes Airport,YRA,CYRA,Canada,Gamètì
3597,Red Lake Airport,YRL,CYRL,Canada,Red Lake
3598,Stony Rapids Airport,YSF,CYSF,Canada,Stony Rapids
3599,Sanikiluaq Airport,YSK,CYSK,Canada,Sanikiluaq
3600,St. Theresa Point Airport,YST,CYST,Canada,St. Theresa Point
3601,Big Trout Lake Airport,YTL,CYTL,Canada,Big Trout Lake
3602,Deer Lake Airport,YVZ,CYVZ,Canada,Deer Lake
3603,Webequie Airport,YWP,CYWP,Canada,Webequie
3604,Whale Cove Airport,YXN,CYXN,Canada,Whale Cove
3605,Salluit Airport,YZG,CYZG,Canada,Salluit
3606,York Landing Airport,ZAC,CZAC,Canada,York Landing
3607,Ilford Airport,ILF,CZBD,Canada,Ilford
3608,Bathurst Airport,ZBF,CZBF,Canada,Bathurst
3609,Eastmain River Airport,ZEM,CZEM,Canada,Eastmain River
3610,Fond-Du-Lac Airport,ZFD,CZFD,Canada,Fond-Du-Lac
3611,Gods River Airport,ZGI,CZGI,Canada,Gods River
3612,Swan River Airport,ZJN,CZJN,Canada,Swan River
3613,Kashechewan Airport,ZKE,CZKE,Canada,Kashechewan
3614,Muskrat Dam Airport,MSA,CZMD,Canada,Muskrat Dam
3615,Masset Airport,ZMT,CZMT,Canada,Masset
3616,Sachigo Lake Airport,ZPB,CZPB,Canada,Sachigo Lake
3617,Round Lake (Weagamow Lake) Airport,ZRJ,CZRJ,Canada,Round Lake
3618,Sandy Lake Airport,ZSJ,CZSJ,Canada,Sandy Lake
3619,Shamattawa Airport,ZTM,CZTM,Canada,Shamattawa
3620,Churchill Falls Airport,ZUM,CZUM,Canada,Churchill Falls
3621,Wollaston Lake Airport,ZWL,CZWL,Canada,Wollaston Lake
3622,Batna Airport,BLJ,DABT,Algeria,Batna
3623,Béchar Boudghene Ben Ali Lotfi Airport,CBH,DAOR,Algeria,Béchar
3624,Bordj Badji Mokhtar Airport,BMW,DATM,Algeria,Bordj Badji Mokhtar
3625,Guemar Airport,ELU,DAUO,Algeria,Guemar
3626,Kumasi Airport,KMS,DGSI,Ghana,Kumasi
3627,Heringsdorf Airport,HDF,EDAH,Germany,Heringsdorf
3628,Heide-Büsum Airport,HEI,EDXB,Germany,Büsum
3629,Helgoland-Düne Airport,HGL,EDXH,Germany,Helgoland
3630,Seinäjoki Airport,SJY,EFSI,Finland,Seinäjoki / Ilmajoki
3631,Nottingham Airport,NQT,EGBN,United Kingdom,Nottingham
3632,Robin Hood Doncaster Sheffield Airport,DSA,EGCN,United Kingdom,"Doncaster, Sheffield"
3633,Campbeltown Airport,CAL,EGEC,United Kingdom,Campbeltown
3634,Eday Airport,EOI,EGED,United Kingdom,Eday
3635,Fair Isle Airport,FIE,EGEF,United Kingdom,Fair Isle
3636,North Ronaldsay Airport,NRL,EGEN,United Kingdom,North Ronaldsay
3637,Papa Westray Airport,PPW,EGEP,United Kingdom,Papa Westray
3638,Stronsay Airport,SOY,EGER,United Kingdom,Stronsay
3639,Sanday Airport,NDY,EGES,United Kingdom,Sanday
3640,Lerwick / Tingwall Airport,LWK,EGET,United Kingdom,Lerwick
3641,Westray Airport,WRY,EGEW,United Kingdom,Westray
3642,Land's End Airport,LEQ,EGHC,United Kingdom,Land's End
3643,Penzance Heliport,PZE,EGHK,United Kingdom,Penzance
3644,Anglesey Airport,VLY,EGOV,United Kingdom,Angelsey
3645,Barra Airport,BRR,EGPR,United Kingdom,Barra
3646,Donegal Airport,CFN,EIDL,Ireland,Dongloe
3647,Sindal Airport,CNL,EKSN,Denmark,Sindal
3648,Leknes Airport,LKN,ENLK,Norway,Leknes
3649,Namsos Høknesøra Airport,OSY,ENNM,Norway,Namsos
3650,"Mo i Rana Airport, Røssvoll",MQN,ENRA,Norway,Mo i Rana
3651,"Rørvik Airport, Ryum",RVK,ENRM,Norway,Rørvik
3652,Røst Airport,RET,ENRS,Norway,Røst
3653,Sandane Airport (Anda),SDN,ENSD,Norway,Sandane
3654,Sogndal Airport,SOG,ENSG,Norway,Sogndal
3655,Svolvær Helle Airport,SVJ,ENSH,Norway,Svolvær
3656,Sørkjosen Airport,SOJ,ENSR,Norway,Sorkjosen
3657,"Vardø Airport, Svartnes",VAW,ENSS,Norway,Vardø
3658,Værøy Heliport,VRY,ENVR,Norway,Værøy
3659,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,EPBY,Poland,Bydgoszcz
3660,Łódź Władysław Reymont Airport,LCJ,EPLL,Poland,Lodz
3661,Åre Östersund Airport,OSD,ESNZ,Sweden,Östersund
3662,Hagfors Airport,HFS,ESOH,Sweden,Hagfors
3663,Karlstad Airport,KSD,ESOK,Sweden,Karlstad
3664,Torsby Airport,TYF,ESST,Sweden,Torsby
3665,Ängelholm-Helsingborg Airport,AGH,ESTA,Sweden,Ängelholm
3666,Storuman Airport,SQO,ESUD,Sweden,Mohed
3667,Hemavan Airport,HMV,ESUT,Sweden,Hemavan
3668,Ventspils International Airport,VNT,EVVA,Latvia,Ventspils
3669,Rand Airport,QRA,FAGM,South Africa,Johannesburg
3670,Kruger Mpumalanga International Airport,MQP,FAKN,South Africa,Mpumalanga
3671,Malamala Airport,AAM,FAMD,South Africa,Malamala
3672,Mmabatho International Airport,MBD,FAMM,South Africa,Mafeking
3673,Ghanzi Airport,GNZ,FBGZ,Botswana,Ghanzi
3674,Orapa Airport,ORP,FBOR,Botswana,Orapa
3675,Shakawe Airport,SWX,FBSW,Botswana,Shakawe
3676,Limpopo Valley Airport,TLD,FBTL,Botswana,Tuli Lodge
3677,Ngot Nzoungou Airport,DIS,FCPL,Congo (Brazzaville),Loubomo
3678,Chipata Airport,CIP,FLCP,Zambia,Chipata
3679,Iconi Airport,YVA,FMCN,Comoros,Moroni
3680,Antsalova Airport,WAQ,FMMG,Madagascar,Antsalova
3681,Ankavandra Airport,JVA,FMMK,Madagascar,Ankavandra
3682,Belo sur Tsiribihina Airport,BMD,FMML,Madagascar,Belo sur Tsiribihina
3683,Maintirano Airport,MXT,FMMO,Madagascar,Maintirano
3684,Morafenobe Airport,TVA,FMMR,Madagascar,Morafenobe
3685,Tambohorano Airport,WTA,FMMU,Madagascar,Tambohorano
3686,Tsiroanomandidy Airport,WTS,FMMX,Madagascar,Tsiroanomandidy
3687,Ambatondrazaka Airport,WAM,FMMZ,Madagascar,Ambatondrazaka
3688,Port Bergé Airport,WPB,FMNG,Madagascar,Port Bergé
3689,Soalala Airport,DWB,FMNO,Madagascar,Soalala
3690,Mampikony Airport,WMP,FMNP,Madagascar,Mampikony
3691,Mandritsara Airport,WMA,FMNX,Madagascar,Mandritsara
3692,Manja Airport,MJA,FMSJ,Madagascar,Manja
3693,Catumbela Airport,CBT,FNCT,Angola,Catumbela
3694,Dundo Airport,DUE,FNDU,Angola,Dundo
3695,Ngjiva Pereira Airport,VPE,FNGI,Angola,Ondjiva
3696,Namibe Airport,MSZ,FNMO,Angola,Mocamedes
3697,Koulamoutou Mabimbi Airport,KOU,FOGK,Gabon,Koulamoutou
3698,Mouilla Ville Airport,MJL,FOGM,Gabon,Mouila
3699,Tchibanga Airport,TCH,FOOT,Gabon,Tchibanga
3700,Chimoio Airport,VPY,FQCH,Mozambique,Chimoio
3701,Sarh Airport,SRH,FTTA,Chad,Sarh
3702,Club Makokola Airport,CMK,FWCM,Malawi,Club Makokola
3703,Luderitz Airport,LUD,FYLZ,Namibia,Luderitz
3704,Ondangwa Airport,OND,FYOA,Namibia,Ondangwa
3705,Oranjemund Airport,OMD,FYOG,Namibia,Oranjemund
3706,Swakopmund Airport,SWP,FYSM,Namibia,Swakopmund
3707,Eros Airport,ERS,FYWE,Namibia,Windhoek
3708,Boma Airport,BOA,FZAJ,Congo (Kinshasa),Boma
3709,Tshimpi Airport,MAT,FZAM,Congo (Kinshasa),Matadi
3710,Inongo Airport,INO,FZBA,Congo (Kinshasa),Inongo
3711,Nioki Airport,NIO,FZBI,Congo (Kinshasa),Nioki
3712,Basango Mboliasa Airport,KRZ,FZBT,Congo (Kinshasa),Kiri
3713,Basankusu Airport,BSU,FZEN,Congo (Kinshasa),Basankusu
3714,Tshikapa Airport,TSH,FZUK,Congo (Kinshasa),Tshikapa
3715,Lodja Airport,LJA,FZVA,Congo (Kinshasa),Lodja
3716,Ilebo Airport,PFR,FZVS,Congo (Kinshasa),Ilebo
3717,Outer Skerries Airport,OUK,EGOU,United Kingdom,Outer Skerries
3718,La Gomera Airport,GMZ,GCGM,Spain,La Gomera
3719,Sherbro International Airport,BTE,GFBN,Sierra Leone,Bonthe
3720,Bo Airport,KBS,GFBO,Sierra Leone,Bo
3721,Kenema Airport,KEN,GFKE,Sierra Leone,Kenema
3722,Osvaldo Vieira International Airport,OXB,GGOV,Guinea-Bissau,Bissau
3723,Smara Airport,SMW,GMMA,Western Sahara,Smara
3724,Dakhla Airport,VIL,GMMH,Western Sahara,Dakhla
3725,Mogador Airport,ESU,GMMI,Morocco,Essadouira
3726,Hassan I Airport,EUN,GMML,Western Sahara,El Aaiún
3727,Nador International Airport,NDR,GMMW,Morocco,El Aroui
